t_index	term	df
10300	ro	8
10301	roa	24
10302	road	149
10303	roadblock	7
10304	roadmap	48
10305	roadshow	1
10306	roadway	3
10307	roadworthi	2
10308	roam	37
10309	roamer	3
10310	roar	1
10311	robberi	3
10312	robot	43
10313	robotium	3
10314	robotov	1
10315	robust	162
10316	rocca	1
10317	rocedur	1
10318	roch	8
10319	rock	3
10320	rockstar	1
10321	rodent	1
10322	roe	3
10323	roentgen	1
10324	rogram	1
10325	roi	8
10326	rolap	1
10327	role	1100
10328	roli	2
10329	roll	53
10330	rollout	18
10331	rollup	6
10332	rom	1
10333	romania	2
10334	romanian	2
10335	rome	3
10336	roof	5
10337	rooftop	4
10338	room	143
10339	root	75
10340	rootstock	3
10341	rope	1
10342	ropeway	7
10343	ror	2
10344	rorwa	1
10345	rose	7
10346	rosgosstrakh	21
10347	rossbusi	1
10348	rostelecom	6
10349	roster	17
10350	rota	3
10351	rotapharm	14
10352	rotat	50
10353	roug	1
10354	rough	16
10355	roughli	1
10356	round	154
10357	roundcub	1
10358	roundtabl	112
10359	roundtablehttp	1
10360	rout	305
10361	router	100
10362	routin	397
10363	rov	1
10364	rove	1
10365	rover	1
10366	rovid	1
10367	row	2
10368	royal	6
10369	royalti	2
10370	rp	3
10371	rpc	17
10372	rpcxml	2
10373	rpf	1
10374	rpg	2
10375	rpm	9
10376	rqi	1
10377	rra	11
10378	rrbt	2
10379	rrd	1
10380	rrespons	1
10381	rrl	4
10382	rrpo	1
10383	rrrp	3
10384	rsa	5
10385	rscp	1
10386	rsd	3
10387	rsm	3
10388	rso	1
10389	rsp	2
10390	rspec	1
10391	rss	5
10392	rstp	1
10393	rsync	1
10394	rta	21
10395	rtbd	9
10396	rtf	1
10397	rtl	31
10398	rtm	5
10399	rtmp	3
10400	rto	11
10401	rtoss	2
10402	rtp	11
10403	rtsp	1
10404	rtti	1
10405	ru	6
10406	rua	3
10407	ruassian	1
10408	rubella	2
10409	rubi	78
10410	rubric	1
10411	rubyamf	1
10412	rudimentari	2
10413	rug	1
10414	ruin	2
10415	rule	683
10416	ruman	1
10417	run	524
10418	runet	1
10419	runner	9
10420	runset	1
10421	runsign	1
10422	runtim	6
10423	rup	13
10424	rural	320
10425	rusal	1
10426	rush	1
10427	russia	34
10428	russian	9308
10429	russianarmenian	1
10430	russina	2
10431	russsin	1
10432	rusti	1
10433	rutin	1
10434	rvvz	2
10435	rwanda	1
10436	sa	235
10437	saa	32
10438	sabr	9
10439	sack	4
10440	sacrif	2
10441	sacvoyag	4
10442	sada	4
10443	sadakhlo	1
10444	sade	12
10445	safari	5
10446	safe	220
10447	safeguard	83
10448	safekeep	10
10449	safer	2
10450	safest	3
10451	safeti	441
10452	sag	1
10453	sage	7
10454	sagmel	3
10455	said	5
10456	saiku	1
10457	salabl	1
10458	salad	2
10459	salari	279
10460	sale	2708
10461	salesforc	7
10462	salesman	27
10463	salesmanship	1
10464	salesmen	10
10465	salespeopl	1
10466	salesperson	47
10467	saleswoman	1
10468	sali	1
10469	salin	1
10470	salon	14
10471	saloon	2
10472	salt	3
10473	saltstack	2
10474	salut	2
10475	salw	2
10476	sam	1
10477	samasu	4
10478	samba	10
10479	saml	3
10480	sampel	1
10481	sampl	150
10482	sampler	1
10483	samsa	4
10484	samsung	8
10485	san	30
10486	sanap	15
10487	sanatorium	2
10488	sanchez	1
10489	sanction	18
10490	sandoz	5
10491	sandwich	1
10492	sane	1
10493	sanit	44
10494	sanitari	61
10495	sano	13
10496	sanofi	2
10497	sanoshop	1
10498	sant	7
10499	santa	1
10500	sao	2
10501	sap	80
10502	sapl	2
10503	sarban	10
10504	sarg	1
10505	sargi	7
10506	sarl	2
10507	sartori	1
10508	sash	1
10509	sasl	1
10510	sasn	1
10511	sass	9
10512	sasunik	3
10513	sat	6
10514	satellit	14
10515	saten	1
10516	sati	1
10517	satisfact	338
10518	satisfactori	44
10519	satisfactorili	10
10520	satisfi	72
10521	satto	2
10522	satur	2
10523	saturday	26
10524	sauc	1
10525	sausag	2
10526	saut	1
10527	save	141
10528	savvi	13
10529	saw	1
10530	sax	2
10531	say	18
10532	sayat	9
10533	sb	3
10534	sbcg	3
10535	sbg	1
10536	sbgc	1
10537	sbu	1
10538	sc	12
10539	scad	2
10540	scada	3
10541	scala	2
10542	scalabl	239
10543	scalar	1
10544	scale	334
10545	scammer	3
10546	scan	155
10547	scanbirk	1
10548	scandinavia	6
10549	scandinavian	3
10550	scaner	1
10551	scanner	44
10552	scarc	8
10553	scaucasuswat	1
10554	scc	3
10555	sccm	6
10556	scco	1
10557	sccp	7
10558	scdm	7
10559	scenario	135
10560	scene	13
10561	sceneri	1
10562	scenic	1
10563	sceon	2
10564	schedul	1473
10565	schema	54
10566	schemat	76
10567	scheme	194
10568	schneider	1
10569	scholar	10
10570	scholarli	3
10571	scholarship	15
10572	school	468
10573	schork	1
10574	schript	1
10575	schwag	1
10576	sci	17
10577	sciant	1
10578	scibm	6
10579	scienc	2817
10580	scientif	159
10581	scientist	17
10582	scinec	1
10583	sclab	4
10584	scm	11
10585	sco	2
10586	scom	5
10587	scoop	1
10588	scope	471
10589	score	27
10590	scoreboard	4
10591	scorecard	13
10592	scotland	1
10593	scr	1
10594	scram	1
10595	scratch	40
10596	screen	216
10597	screenplay	1
10598	screenshot	1
10599	screwdriv	1
10600	scribe	1
10601	scripr	1
10602	script	946
10603	scriptacol	1
10604	scriptwrit	3
10605	scrum	167
10606	scrummast	1
10607	scrupul	2
10608	scrutin	13
10609	scrutini	3
10610	scsi	2
10611	scss	1
10612	scwe	1
10613	sda	19
10614	sdc	17
10615	sdd	1
10616	sdh	21
10617	sdk	79
10618	sdlc	80
10619	sdlserver	1
10620	sdp	2
10621	sdr	1
10622	sdram	1
10623	sdwebimag	2
10624	se	2
10625	sea	8
10626	seaborn	1
10627	seaf	5
10628	seagat	1
10629	seagu	1
10630	seak	1
10631	seal	9
10632	seam	4
10633	seamless	5
10634	seamlessli	6
10635	search	619
10636	searchabl	3
10637	season	79
10638	seat	9
10639	seatbelt	1
10640	sebastia	4
10641	sebi	3
10642	sec	8
10643	second	108
10644	secondari	239
10645	secondarili	1
10646	secondli	2
10647	secreci	4
10648	secret	10
10649	secretari	315
10650	secretariat	40
10651	section	202
10652	sector	1656
10653	sectori	18
10654	secuirti	1
10655	secular	1
10656	secur	1415
10657	securepim	2
10658	securit	1
10659	securiti	1
10660	sed	7
10661	sediment	1
10662	see	96
10663	seed	22
10664	seedb	1
10665	seeder	1
10666	seedl	9
10667	seek	3456
10668	seeker	23
10669	seeki	1
10670	seem	1
10671	seemingli	3
10672	seen	13
10673	sef	23
10674	seg	12
10675	segafredo	5
10676	segment	215
10677	segreg	5
10678	sei	1
10679	seismic	10
10680	seismolog	1
10681	seiz	5
10682	seizur	2
10683	sek	1
10684	select	1149
10685	selenium	90
10686	seleniun	12
10687	self	2246
10688	selfstart	2
10689	selfsustain	1
10690	selig	2
10691	selinux	1
10692	sell	558
10693	seller	70
10694	selp	4
10695	sem	5
10696	semant	10
10697	semest	5
10698	semi	96
10699	semiannu	6
10700	semiconductor	66
10701	seminar	478
10702	senc	1
10703	senchatouch	3
10704	send	278
10705	sender	1
10706	sendmail	12
10707	senior	2196
10708	sens	1876
10709	sensibl	1
10710	sensit	389
10711	sensor	9
10712	sent	38
10713	sentenc	9
10714	sentiment	4
10715	seo	66
10716	separ	112
10717	septemb	27
10718	sequenc	25
10719	sequenti	4
10720	ser	3
10721	serbia	1
10722	seri	79
10723	serial	8
10724	seriou	45
10725	serious	3
10726	sero	1
10727	sertif	1
10728	serv	623
10729	servant	24
10730	server	1547
10731	serveri	1
10732	servic	5752
10733	servicenow	2
10734	servicesand	1
10735	servicewar	1
10736	servier	25
10737	servis	2
10738	servitud	1
10739	servlet	187
10740	servo	11
10741	servomotor	1
10742	sesa	11
10743	session	296
10744	set	1664
10745	setback	1
10746	sett	1
10747	setter	1
10748	settl	32
10749	settlement	104
10750	settlemet	1
10751	settlment	1
10752	settopbox	1
10753	setup	146
10754	seua	25
10755	seud	2
10756	sevan	21
10757	sevani	1
10758	seven	45
10759	sever	318
10760	sevic	2
10761	sew	2
10762	sewag	5
10763	sewer	2
10764	sewerag	10
10765	sex	16
10766	sexual	15
10767	sf	1
10768	sfa	1
10769	sfda	1
10770	sfl	55
10771	sfo	1
10772	sftp	4
10773	sfwmc	2
10774	sgbv	2
10775	sgi	1
10776	sgpm	1
10777	sgsn	5
10778	sha	6
10779	shade	2
10780	shader	1
10781	shadow	3
10782	shakespear	1
10783	shall	157
10784	shangri	7
10785	shant	3
10786	shantcomp	1
10787	shape	43
10788	shapefil	1
10789	shard	3
10790	share	638
10791	shareabl	1
10792	sharehold	86
10793	sharepoint	59
10794	sharm	9
10795	sharp	49
10796	sharpen	1
10797	shatin	1
10798	shatter	1
10799	shave	1
10800	shed	1
10801	sheep	3
10802	sheet	257
10803	shelf	14
10804	shell	320
10805	shelter	8
10806	shelv	65
10807	shen	10
10808	shengavit	8
10809	shengen	1
10810	sheraton	1
10811	shield	1
10812	shift	365
10813	shifter	1
10814	ship	84
10815	shipment	145
10816	shippabl	2
10817	shipper	6
10818	shirak	52
10819	shock	1
10820	shoe	8
10821	shoot	53
10822	shooter	2
10823	shop	242
10824	shopfit	1
10825	shopper	8
10826	shoppinguid	1
10827	shore	27
10828	short	596
10829	shortag	12
10830	shortcom	49
10831	shorten	1
10832	shorter	2
10833	shortest	2
10834	shortfal	7
10835	shorthand	5
10836	shortli	1
10837	shortlist	22
10838	shot	9
10839	show	219
10840	showcas	8
10841	shower	2
10842	shown	4
10843	showroom	36
10844	showtim	2
10845	shred	1
10846	shrink	1
10847	shrinkag	10
10848	shrub	2
10849	shushi	1
10850	shut	1
10851	shutdown	7
10852	shuttl	2
10853	shvanidzor	1
10854	shymkent	3
10855	si	4
10856	sibley	5
10857	sic	1
10858	sick	39
10859	sida	1
10860	side	171
10861	sideeffect	1
10862	sidon	1
10863	siebel	7
10864	siem	1
10865	siemen	6
10866	sift	2
10867	sight	10
10868	sightse	1
10869	sigma	1
10870	sign	403
10871	signag	19
10872	signal	69
10873	signalr	1
10874	signatori	36
10875	signatur	54
10876	signboard	1
10877	signer	1
10878	signific	271
10879	significantli	11
10880	sigtran	6
10881	siimilar	1
10882	sikon	1
10883	sikuli	2
10884	sil	2
10885	sild	1
10886	silic	1
10887	silicon	37
10888	silk	2
10889	silktest	2
10890	silkway	1
10891	sill	1
10892	silver	7
10893	silverlight	51
10894	silverwar	2
10895	silvicultur	2
10896	sim	26
10897	simd	1
10898	similar	1091
10899	similarli	6
10900	similiar	1
10901	simliar	1
10902	simocod	1
10903	simonian	1
10904	simpl	99
10905	simpler	1
10906	simpli	21
10907	simplif	10
10908	simplifi	19
10909	simul	128
10910	simultan	333
10911	simultaneu	1
10912	sinc	14
10913	sincer	6
10914	singapor	1
10915	singl	60
10916	singleton	1
10917	sink	3
10918	sio	1
10919	sip	24
10920	siranuysh	1
10921	sirena	3
10922	siriu	1
10923	sirtel	1
10924	sisco	1
10925	sisian	18
10926	sistem	1
10927	sister	4
10928	sit	19
10929	site	1055
10930	sitecatalyst	4
10931	sitecor	2
10932	sitefin	4
10933	sitemap	4
10934	sitemax	2
10935	sitemesh	1
10936	sitepag	4
10937	situ	1
10938	situat	1099
10939	six	36
10940	sixsigma	3
10941	sixt	10
10942	sixteen	1
10943	size	176
10944	sizeabl	1
10945	sjunik	1
10946	sketch	48
10947	sketchflow	3
10948	ski	1
10949	skid	1
10950	skiil	2
10951	skil	13
10952	skile	1
10953	skill	14529
10954	skillsboth	1
10955	skillscisco	2
10956	skin	9
10957	sku	5
10958	skype	12
10959	sla	21
10960	slab	4
10961	slackwar	1
10962	slaughter	2
10963	slav	1
10964	slavon	8
10965	slayer	2
10966	sld	1
10967	sldc	1
10968	sle	1
10969	sleep	2
10970	sleev	3
10971	sli	1
10972	slice	11
10973	slick	2
10974	slide	16
10975	slight	2
10976	slill	1
10977	slip	8
10978	slippag	1
10979	slipperi	1
10980	slogan	9
10981	slope	1
10982	slot	2
10983	slow	18
10984	slr	1
10985	slt	2
10986	slug	1
10987	sm	45
10988	small	471
10989	smaller	5
10990	smallest	9
10991	smallhold	3
10992	smallwar	1
10993	smap	1
10994	smart	176
10995	smarti	9
10996	smartli	2
10997	smartphon	8
10998	smartvista	2
10999	smb	1
11000	smbu	1
11001	smcd	1
11002	sme	157
11003	smear	3
11004	smile	15
11005	smiley	2
11006	smithsonian	7
11007	sml	1
11008	smm	8
11009	smo	1
11010	smoke	39
11011	smoker	2
11012	smooth	304
11013	smoothli	49
11014	smpp	5
11015	smt	9
11016	smtp	20
11017	smush	1
11018	smx	1
11019	sna	5
11020	snack	1
11021	snapshot	1
11022	snc	2
11023	snco	25
11024	snd	1
11025	snippet	1
11026	snmp	16
11027	snow	4
11028	snowmobil	1
11029	snrc	3
11030	soa	29
11031	soap	145
11032	soapui	3
11033	soc	23
11034	sociabl	79
11035	social	1511
11036	socialobject	1
11037	societ	1
11038	societi	379
11039	socilog	1
11040	socio	75
11041	socioeconom	17
11042	sociolog	173
11043	sociologist	12
11044	sociopsycholog	2
11045	sock	4
11046	socket	144
11047	soclass	7
11048	sod	6
11049	soda	1
11050	soe	7
11051	soft	106
11052	softcycle	1
11053	soften	1
11054	softimag	1
11055	softlin	3
11056	softmast	1
11057	softphon	1
11058	softswitch	3
11059	softwar	5578
11060	soghikian	1
11061	soho	15
11062	soil	17
11063	sokhumi	1
11064	solar	3
11065	solaren	1
11066	solari	67
11067	solarwind	1
11068	sold	29
11069	solder	2
11070	soldwork	1
11071	sole	9
11072	solfeggio	1
11073	solicit	115
11074	solicitor	1
11075	solid	693
11076	solidar	2
11077	solidifi	1
11078	solidscap	1
11079	solidwork	5
11080	solimar	3
11081	soliri	1
11082	solo	5
11083	sololearn	3
11084	solomon	2
11085	solstic	3
11086	solut	1840
11087	solv	2637
11088	solvenc	19
11089	solvent	1
11090	solver	38
11091	solvo	1
11092	somehow	2
11093	someon	26
11094	someth	10
11095	sometim	45
11096	somewhat	1
11097	somewher	1
11098	son	4
11099	sonagro	4
11100	sonar	2
11101	sonic	21
11102	sonicss	2
11103	soon	19
11104	soonest	4
11105	sop	47
11106	sopharma	1
11107	sophist	53
11108	sorani	1
11109	sorbet	1
11110	sort	116
11111	sose	1
11112	sosi	1
11113	sotk	1
11114	sott	1
11115	sou	4
11116	sought	10
11117	sound	489
11118	soundforg	1
11119	soundli	32
11120	soup	7
11121	sourc	959
11122	sourcesaf	1
11123	sourcio	48
11124	sous	1
11125	south	149
11126	southeast	2
11127	southern	32
11128	southtech	16
11129	souvenir	3
11130	souzan	5
11131	soviet	24
11132	sovrano	5
11133	sow	14
11134	sowftwar	1
11135	sox	20
11136	sp	12
11137	spa	3
11138	space	156
11139	spain	4
11140	spam	8
11141	spamassassin	1
11142	span	39
11143	spanish	67
11144	spare	95
11145	spark	4
11146	sparx	3
11147	spatial	5
11148	spayka	20
11149	spaykallc	1
11150	spbo	1
11151	spc	4
11152	spcp	3
11153	spd	1
11154	spdc	1
11155	speak	535
11156	speaker	68
11157	speakersinclud	3
11158	spearhead	5
11159	spec	26
11160	speci	18
11161	special	1077
11162	specialis	12
11163	specialist	2683
11164	specialsit	1
11165	specialti	33
11166	specif	2570
11167	specifi	254
11168	specilalist	1
11169	specilist	1
11170	specimen	4
11171	speck	1
11172	specman	3
11173	spectacl	1
11174	specter	1
11175	spectr	1
11176	spectroscopi	1
11177	spectrum	39
11178	specul	1
11179	speech	74
11180	speed	60
11181	speedier	2
11182	speek	1
11183	speex	1
11184	spef	10
11185	spell	43
11186	spend	108
11187	spent	31
11188	spesial	1
11189	spesialist	2
11190	sphere	775
11191	spi	3
11192	spice	17
11193	spill	1
11194	spin	2
11195	spirit	109
11196	spiritu	16
11197	spitak	5
11198	spl	1
11199	splice	3
11200	splicer	1
11201	split	12
11202	spm	2
11203	spn	1
11204	spo	2
11205	spoc	3
11206	spoilag	2
11207	spoken	1365
11208	spokersperson	1
11209	spokesman	3
11210	spokespeopl	4
11211	spokesperson	10
11212	spon	3
11213	sponsor	100
11214	sponsorship	100
11215	spontan	18
11216	spoon	1
11217	sport	28
11218	sportsmanship	1
11219	sporturlaub	1
11220	sposnsorship	1
11221	spot	78
11222	spous	1
11223	sppia	1
11224	spray	5
11225	sprayer	1
11226	spread	53
11227	spreader	1
11228	spreadsheet	481
11229	spring	172
11230	sprinkler	1
11231	sprint	31
11232	sprocket	1
11233	spss	134
11234	spu	1
11235	spur	1
11236	sputum	17
11237	spv	2
11238	spx	1
11239	spyglass	1
11240	spyur	14
11241	spywar	6
11242	sqa	47
11243	sql	1603
11244	sqlite	33
11245	sqlqueri	1
11246	sqlserver	13
11247	squar	10
11248	squat	1
11249	squid	13
11250	squidguard	2
11251	squirrelmail	1
11252	squish	30
11253	sr	5
11254	sra	1
11255	sram	1
11256	src	20
11257	srecialist	1
11258	srem	2
11259	srf	1
11260	srg	1
11261	srh	4
11262	srhr	1
11263	sri	3
11264	srl	2
11265	sro	1
11266	srong	1
11267	srpm	1
11268	srsg	3
11269	srtuctur	1
11270	srv	1
11271	ssa	28
11272	ssc	3
11273	ssh	10
11274	ssi	39
11275	ssl	14
11276	ssm	1
11277	sso	1
11278	ssp	2
11279	sspport	1
11280	ssr	30
11281	ssrbi	1
11282	sss	1
11283	ssss	5
11284	st	7
11285	sta	8
11286	stabil	70
11287	stabl	40
11288	stack	35
11289	stackoverflow	1
11290	stadanizhpharm	1
11291	staf	143
11292	staff	3541
11293	staffer	2
11294	stage	351
11295	stain	1
11296	stair	1
11297	staircas	5
11298	stake	8
11299	stakehold	1107
11300	stale	1
11301	stall	3
11302	stamina	20
11303	stamp	20
11304	stanc	1
11305	stand	95
11306	standalon	20
11307	standard	3212
11308	standardis	2
11309	standardsnationaldatabas	1
11310	standart	16
11311	standbi	3
11312	stander	2
11313	standpoint	19
11314	standup	10
11315	stantard	1
11316	stapler	1
11317	star	48
11318	starrc	1
11319	start	346
11320	startegi	1
11321	starter	243
11322	startup	62
11323	stash	2
11324	stat	8
11325	stata	27
11326	state	1090
11327	stateless	6
11328	statement	888
11329	static	23
11330	station	123
11331	stationari	35
11332	stationeri	54
11333	statist	784
11334	statistica	3
11335	statisticalreport	1
11336	statistician	23
11337	statment	1
11338	statu	718
11339	statur	3
11340	status	15
11341	statut	10
11342	statutori	138
11343	statutorili	2
11344	stavropol	1
11345	stay	231
11346	stb	1
11347	stc	1
11348	std	3
11349	stdev	1
11350	stdio	1
11351	ste	1
11352	steadi	6
11353	steakhous	1
11354	steam	5
11355	steel	3
11356	steer	79
11357	steerco	1
11358	stefi	2
11359	steghtsagortsaran	3
11360	steiberg	1
11361	stem	4
11362	stencil	1
11363	stenographi	13
11364	step	216
11365	stepanakert	29
11366	stepanavan	14
11367	stepwis	1
11368	stereotyp	4
11369	steril	3
11370	steritech	1
11371	sterreich	1
11372	steward	6
11373	stewardess	2
11374	stewardship	15
11375	stg	1
11376	sti	15
11377	stick	2
11378	sticker	8
11379	sticki	2
11380	stiftung	1
11381	stigma	3
11382	stile	2
11383	still	56
11384	stimul	71
11385	stingray	4
11386	stipend	8
11387	stipul	90
11388	stir	1
11389	stl	345
11390	stochast	1
11391	stock	445
11392	stockhold	2
11393	stockman	4
11394	stockmen	1
11395	stockroom	21
11396	stocktak	13
11397	stomatolog	2
11398	stone	14
11399	stong	2
11400	stoop	3
11401	stop	19
11402	stopov	1
11403	stopper	1
11404	stopwatch	2
11405	storag	228
11406	storagetek	3
11407	store	727
11408	storefront	1
11409	storehous	2
11410	storekeep	2
11411	storeman	1
11412	storeroom	8
11413	storey	1
11414	stori	186
11415	storm	4
11416	storyboard	47
11417	storytel	8
11418	stow	1
11419	stp	4
11420	str	4
11421	straggl	1
11422	straight	8
11423	straightforward	4
11424	strain	3
11425	strand	4
11426	strap	1
11427	strasbourg	5
11428	stratagi	1
11429	strateg	1301
11430	strategi	2331
11431	strategist	7
11432	strategyobject	2
11433	stratif	3
11434	stream	56
11435	streaminsight	5
11436	streamlin	60
11437	streamtech	2
11438	street	17
11439	strength	61
11440	strengthen	412
11441	stress	678
11442	stretch	7
11443	strict	600
11444	strictli	47
11445	strike	5
11446	string	2
11447	stringent	5
11448	stripe	1
11449	strive	81
11450	strong	6131
11451	stronger	4
11452	strongli	194
11453	structur	1404
11454	struggl	5
11455	strut	125
11456	stt	3
11457	stta	13
11458	student	386
11459	studi	1376
11460	studio	226
11461	stuff	36
11462	stun	9
11463	stunnel	1
11464	stunt	3
11465	style	299
11466	stylesheet	1
11467	stylevis	1
11468	stylish	4
11469	stylist	6
11470	styliz	3
11471	su	3
11472	sub	277
11473	subaward	1
11474	subcommitte	1
11475	subcompon	26
11476	subcontract	37
11477	subcontractor	102
11478	subdivis	160
11479	subdivison	1
11480	subfamili	1
11481	subfield	1
11482	subgrant	2
11483	subgroup	1
11484	subject	349
11485	subleg	2
11486	sublegisl	2
11487	sublim	1
11488	submi	1
11489	submicron	60
11490	submiss	395
11491	submit	1360
11492	submitt	6
11493	subnat	5
11494	subnet	18
11495	subordin	117
11496	subpoint	1
11497	subproject	15
11498	subrecipi	2
11499	subregion	2
11500	subrog	1
11501	subscrib	70
11502	subscribt	1
11503	subscript	25
11504	subsect	1
11505	subsector	3
11506	subsequ	91
11507	subset	1
11508	subsid	2
11509	subsidi	7
11510	subsidiari	43
11511	subsist	2
11512	substanc	9
11513	substant	72
11514	substanti	131
11515	substat	5
11516	substitut	47
11517	substrat	2
11518	substructur	1
11519	subsystem	30
11520	subtask	3
11521	subtl	2
11522	subtop	4
11523	subtract	3
11524	subunit	7
11525	subvers	73
11526	subverss	1
11527	subvserss	2
11528	succeed	31
11529	succesful	3
11530	success	1651
11531	successor	1
11532	succinct	19
11533	succinctli	2
11534	sucess	1
11535	suction	1
11536	sudan	1
11537	sudden	1
11538	sudip	14
11539	sudo	2
11540	suffer	5
11541	suffici	206
11542	sugar	10
11543	suggest	498
11544	suit	346
11545	suitabl	117
11546	sukhumi	3
11547	sum	40
11548	summ	4
11549	summar	192
11550	summari	215
11551	summaris	5
11552	summat	2
11553	summer	30
11554	summeri	2
11555	summertim	1
11556	summit	2
11557	summon	3
11558	sun	78
11559	sunday	9
11560	sundri	6
11561	sundukian	1
11562	sunfood	2
11563	sunk	2
11564	sunni	1
11565	sunset	1
11566	sunshin	2
11567	sunsystem	8
11568	sunsytem	3
11569	suntelecom	2
11570	super	3
11571	superb	19
11572	superblock	4
11573	superintend	3
11574	superior	229
11575	supermarket	50
11576	supervis	3387
11577	supervise	1
11578	supervision	1
11579	supervison	2
11580	supervisor	896
11581	supervisori	152
11582	suport	1
11583	supplement	66
11584	supplementari	15
11585	suppler	1
11586	suppli	765
11587	supplier	650
11588	support	5360
11589	suppos	26
11590	suppress	4
11591	supran	2
11592	suprem	2
11593	sure	249
11594	surf	11
11595	surfac	28
11596	surg	4
11597	surgeri	1
11598	surgic	1
11599	surpac	3
11600	surpass	1
11601	surplu	8
11602	surplus	1
11603	surpris	3
11604	surr	1
11605	surround	73
11606	surveil	32
11607	survey	544
11608	surveyor	8
11609	surviv	7
11610	survivor	2
11611	suscept	4
11612	suse	51
11613	susm	1
11614	suspect	8
11615	suspend	8
11616	suspens	12
11617	suspici	55
11618	suspicion	3
11619	sustain	390
11620	svc	1
11621	sven	1
11622	svg	3
11623	svn	95
11624	svt	1
11625	svyazstroykom	2
11626	swa	1
11627	swap	9
11628	swarm	1
11629	swatch	1
11630	swci	1
11631	swcif	1
11632	swear	1
11633	sweden	22
11634	swedish	19
11635	sweet	4
11636	swift	48
11637	swiftli	1
11638	swim	3
11639	swimmer	1
11640	swine	2
11641	swing	9
11642	swiss	14
11643	switch	119
11644	switchboard	15
11645	switcher	1
11646	switzerland	10
11647	switzernet	4
11648	sworn	3
11649	swot	13
11650	swt	2
11651	swv	3
11652	sy	1
11653	sybas	84
11654	syllabi	9
11655	syllabu	6
11656	symantec	16
11657	symbian	9
11658	symbol	9
11659	symfoni	14
11660	sympathet	1
11661	sympathi	21
11662	symphoni	6
11663	symposia	3
11664	symposium	4
11665	symptom	4
11666	sync	8
11667	synchron	28
11668	synchronis	6
11669	syncmobil	1
11670	syndic	6
11671	syndrom	1
11672	synerget	3
11673	synergi	124
11674	synonym	2
11675	synops	1
11676	synopsi	89
11677	synopsyss	1
11678	syntax	3
11679	synthes	33
11680	synthesi	42
11681	synthesiz	1
11682	synthet	5
11683	syrian	11
11684	syrup	3
11685	sysadmin	4
11686	sysc	1
11687	syscheck	1
11688	syslog	2
11689	sysprep	2
11690	system	5710
11691	systemat	266
11692	systemc	10
11693	systemconfigur	1
11694	systemverilog	5
11695	systrotech	33
11696	sysytem	1
11697	sytek	1
11698	syunik	64
11699	syuniq	4
11700	ta	4
11701	taa	3
11702	tabl	342
11703	tableau	3
11704	tablecloth	3
11705	tableless	1
11706	tablet	23
11707	tabul	3
11708	tabular	7
11709	tac	2
11710	tachomet	1
11711	taci	6
11712	tackl	27
11713	tact	193
11714	tactic	179
11715	tadig	2
11716	tadinfo	2
11717	tadjikistan	2
11718	tag	20
11719	taiex	3
11720	tail	2
11721	tailor	65
11722	tajikistan	2
11723	tak	2
11724	take	1921
11725	takeda	1
11726	taken	132
11727	takeoff	2
11728	taker	4
11729	tale	2
11730	talent	140
11731	talgrig	2
11732	talin	9
11733	talk	62
11734	tall	1
11735	talli	1
11736	tamanian	1
11737	tandem	4
11738	tanger	8
11739	tangibl	52
11740	tank	18
11741	tanzania	1
11742	tap	11
11743	tapan	1
11744	tape	19
11745	tapeout	1
11746	tapestri	3
11747	tapin	3
11748	tapout	3
11749	taraz	3
11750	target	1385
11751	tarif	3
11752	tariff	121
11753	tarnslat	1
11754	tasdig	1
11755	tashir	1
11756	task	3952
11757	tasker	5
11758	taskforc	3
11759	tass	8
11760	tast	20
11761	tastar	2
11762	tasti	4
11763	tat	1
11764	tatev	5
11765	taught	20
11766	tavoush	2
11767	tavush	35
11768	tax	1194
11769	taxa	1
11770	taxat	158
11771	taxi	24
11772	taxonomi	1
11773	taxpay	8
11774	tb	1
11775	tbc	2
11776	tbd	4
11777	tbilisi	55
11778	tbt	2
11779	tc	1
11780	tca	1
11781	tcap	4
11782	tcbo	1
11783	tccq	1
11784	tcct	1
11785	tcdc	1
11786	tchambarak	9
11787	tcl	271
11788	tcnpsc	1
11789	tco	1
11790	tcp	254
11791	tcpip	2
11792	tcsh	3
11793	tda	3
11794	tdd	18
11795	tdf	12
11796	tdi	10
11797	tdm	1
11798	tdo	5
11799	te	1
11800	tea	13
11801	teach	273
11802	teachabl	5
11803	teacher	124
11804	teahous	1
11805	team	9463
11806	teambuild	47
11807	teamciti	1
11808	teamlead	1
11809	teammat	10
11810	teamplay	2
11811	teamview	1
11812	teamwork	949
11813	tear	1
11814	teas	11
11815	teaser	5
11816	tec	2
11817	tech	124
11818	techcrunch	1
11819	techinc	3
11820	techlib	1
11821	techniac	1
11822	technic	5148
11823	technician	114
11824	technico	1
11825	techniqu	884
11826	techno	1
11827	technolgi	6
11828	technolinguist	1
11829	technolog	2642
11830	technologieswork	1
11831	technologist	27
11832	technologyi	2
11833	technonicol	1
11834	technopark	3
11835	technoserv	2
11836	tecnic	2
11837	tecton	1
11838	teen	2
11839	teenag	22
11840	teeth	1
11841	tefl	18
11842	tegeta	1
11843	teghout	13
11844	teh	1
11845	tehran	1
11846	tejux	1
11847	tekhno	1
11848	tel	21
11849	telasco	23
11850	telavi	1
11851	telco	3
11852	telecoday	1
11853	telecom	245
11854	telecomm	3
11855	telecommun	591
11856	telecomun	1
11857	teleconfer	37
11858	teleconferenc	2
11859	teleg	14
11860	telegram	3
